forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-04-20,t2m,0 hour,5.619983205675007,5.919022633244182,6.038964125680934,6.241195990589006,6.484627141065074
2024-04-20,t2m,6 hour,5.587598334983173,5.92958795926792,5.998859667138277,6.122214901610306,6.380777672162208
2024-04-20,t2m,12 hour,8.415586972307812,9.268347593997902,9.566059930709542,9.835346311428879,10.28561322163705
2024-04-20,t2m,18 hour,7.1996155931151575,7.609404464457143,7.845995405274834,8.193715612984661,8.851640546624385
2024-04-20,t2m,24 hour,5.202420764906881,5.659012116554081,5.9799083448548345,6.274949809101599,6.672871645589801
2024-04-20,t2m,30 hour,4.28733771847744,4.828506207418258,5.0085637026255085,5.224384362328109,5.697312990182837
2024-04-20,t2m,36 hour,10.063578948402025,10.856003220957163,11.283395990858878,11.740849182945183,12.200045841111768
2024-04-20,t2m,42 hour,8.690571735480063,9.203293472474343,9.700147826859109,10.279573899805115,10.527890306904101
2024-04-20,t2m,48 hour,3.904088670929981,4.650609615093018,5.181510071918865,5.469860570055175,6.051432596731776
2024-04-20,t2m,54 hour,3.1292751448045837,4.104013188381856,4.343973307694483,4.600143703979995,5.0221341173924925
2024-04-20,t2m,60 hour,8.192725500146613,10.095444419470127,10.503807842317883,10.94362313582937,11.7275593007218
2024-04-20,t2m,66 hour,6.565512660586842,7.460251661766165,8.140174930497636,8.582451603210032,9.199636070198544
2024-04-20,t2m,72 hour,1.7312626950496621,2.949006685533135,3.7915605708124644,4.830653186310897,6.346443750610033
2024-04-20,t2m,78 hour,1.8990931154107258,2.9378286063152643,3.534872658969846,5.062403549433483,6.755024857997722
2024-04-20,t2m,84 hour,7.396294573884395,8.646299661737729,9.532854789817236,10.11603186167703,11.262929173423974
2024-04-20,t2m,90 hour,6.328723788010412,7.839446339415019,8.329066321647105,8.879694698572933,9.778246917957565
2024-04-20,t2m,96 hour,2.8976485093217264,4.174152434232369,5.416560964542015,5.86689751637023,6.568095400595986
2024-04-20,t2m,102 hour,3.1587236464446447,4.632870304324641,5.267902847266868,5.76545281771233,6.219390716329174
2024-04-20,t2m,108 hour,7.357698489272694,8.715907651709259,9.29751075388694,9.94030053433535,11.386427059933212
2024-04-20,t2m,114 hour,6.416205540070036,7.745176184138998,8.339429306460232,9.111332688103545,10.71270341336578
2024-04-20,t2m,120 hour,2.395788370543838,3.9203558375951957,4.622618798590139,5.815633812767302,8.778708763579896
2024-04-20,t2m,126 hour,3.5864273000219926,4.275040881637025,5.592859826568315,6.5100985790724195,8.644816041056137
2024-04-20,t2m,132 hour,7.963083031245657,9.584668664002834,10.380513429365664,11.197544106453492,12.548266958561062
2024-04-20,t2m,138 hour,7.564908324990261,8.4612854205091,9.679218993926611,10.293682313510033,12.520331415884188
2024-04-20,t2m,144 hour,2.7932299888984473,4.335025463822973,5.465204268302529,8.353380396996556,10.317104604657095
2024-04-20,t2m,150 hour,3.8320742494861038,4.858813289299775,6.22397238025232,8.774750818937662,10.973061943635978
2024-04-20,t2m,156 hour,9.652792036482088,11.530073308464239,12.442418235023496,13.809573287752471,15.763048438159256
2024-04-20,t2m,162 hour,8.703073293254626,10.381927444003466,11.775310434420845,13.112594589501114,16.225394091254692
2024-04-20,t2m,168 hour,3.5682269096458556,5.627629089548563,8.167721457489904,11.2038605394157,14.753065207776473
