forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-03-30,t2m,0 hour,7.459481250000067,9.19799999999988,9.840249999999912,10.350249999999832,11.749525000000128
2024-03-30,t2m,6 hour,6.388424999999826,8.470750000000095,9.20394642857164,10.427749999999833,11.966074999999694
2024-03-30,t2m,12 hour,7.990299999999541,9.321499999999986,10.132400000000047,10.756250000000065,12.755304166666786
2024-03-30,t2m,18 hour,8.419000000000025,9.49774999999984,10.303500000000042,11.272749999999732,14.044199999999618
2024-03-30,t2m,24 hour,4.390349999999617,6.1759999999996325,6.569599999999639,7.204249999999661,10.231674999999825
2024-03-30,t2m,30 hour,3.0352749999999094,6.596950000000135,8.366500000000144,8.976999999999947,10.590149999999808
2024-03-30,t2m,36 hour,11.981800000000241,14.470499999999817,15.794999999999874,16.183750000000373,20.070524999999726
2024-03-30,t2m,42 hour,10.25887499999985,11.305749999999762,12.03475000000023,12.553000000000125,14.11602499999991
2024-03-30,t2m,48 hour,6.773549999999924,8.473499999999717,8.960166666667021,9.63450000000033,11.122756249999831
2024-03-30,t2m,54 hour,5.400999999999939,7.865750000000105,8.786000000000172,9.605249999999884,11.751224999999831
2024-03-30,t2m,60 hour,9.262575000000087,10.47324999999988,11.669000000000324,13.017535714285557,14.793174999999746
2024-03-30,t2m,66 hour,7.317649999999944,9.837000000000316,10.991766666666422,11.804000000000002,12.979550000000138
2024-03-30,t2m,72 hour,6.062927142857182,8.41800000000022,8.933116666667019,9.479749999999868,11.693200000000106
2024-03-30,t2m,78 hour,5.089016666666924,7.161520833333739,8.621000000000322,9.858649999999699,10.818024999999926
2024-03-30,t2m,84 hour,9.777474999999788,10.964499999999646,11.850499999999613,12.921750000000031,15.219624999999779
2024-03-30,t2m,90 hour,8.621175000000346,10.60700000000027,11.363999999999834,12.401500000000269,14.359484999999822
2024-03-30,t2m,96 hour,6.941500000000287,9.29250000000009,10.204500000000365,10.871291666666323,12.027850000000065
2024-03-30,t2m,102 hour,7.421200000000366,9.004000000000389,9.872499999999661,10.987875000000003,12.855375000000372
2024-03-30,t2m,108 hour,10.518900000000329,12.130600000000243,13.856000000000307,15.032000000000039,18.929250000000003
2024-03-30,t2m,114 hour,8.334625000000093,11.092750000000379,11.84374404761914,12.35599999999961,14.286424999999713
2024-03-30,t2m,120 hour,6.473349999999876,9.0678750000002,10.07100000000014,11.056000000000253,12.697550000000291
2024-03-30,t2m,126 hour,5.033174999999846,8.410999999999987,9.740166666666966,10.84050000000019,13.196516666666605
2024-03-30,t2m,132 hour,10.762300000000206,12.977000000000103,14.848000000000098,15.827500000000043,20.494699999999817
2024-03-30,t2m,138 hour,10.859644999999801,12.722000000000335,14.135500000000064,15.528250000000227,19.776275000000286
2024-03-30,t2m,144 hour,8.398800000000337,11.119750000000266,12.29499999999976,13.708916666666383,16.394274999999705
2024-03-30,t2m,150 hour,8.381400000000449,10.718750000000085,11.980395238095184,13.156999999999883,16.08042499999964
2024-03-30,t2m,156 hour,13.298100000000382,15.745250000000354,19.544583333333264,21.59699999999964,21.946175000000274
2024-03-30,t2m,162 hour,11.80180654761891,15.677500000000265,18.515000000000413,21.58149999999982,21.864800000000148
2024-03-30,t2m,168 hour,10.00862499999981,12.988000000000156,14.975000000000506,16.277500000000174,20.70712500000042
