forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-03-23,t2m,0 hour,8.632091434164233,8.926607192976093,9.076838505664767,9.179248612873693,9.414111001313389
2024-03-23,t2m,6 hour,5.532195305375325,5.907760119044937,6.094809719537352,6.28124363764185,6.650372646349392
2024-03-23,t2m,12 hour,8.632083016631556,9.716631112170987,10.150237458961016,10.553011586164828,10.900363235406502
2024-03-23,t2m,18 hour,5.980887073175792,6.5350875622035005,7.102532678101994,7.447976192942718,8.11739274234861
2024-03-23,t2m,24 hour,4.731230998746945,5.117505318954443,5.402739425266418,5.838317879705485,6.5119879286090505
2024-03-23,t2m,30 hour,5.369522638931457,5.920586033791608,6.268860244611517,6.5122014934373595,6.939679876459418
2024-03-23,t2m,36 hour,8.928016047440455,9.618913178161137,10.004022511850224,10.418860165843697,10.822175901148327
2024-03-23,t2m,42 hour,7.233850997434547,7.829057136007236,8.044165980330575,8.31319032377111,8.710571217556721
2024-03-23,t2m,48 hour,4.011708003997694,4.315946975022058,4.477710307438997,4.590861186307137,4.852773195661757
2024-03-23,t2m,54 hour,1.9788197567164545,2.601355699790801,2.733299321548685,3.1200055814315704,3.6561730700162127
2024-03-23,t2m,60 hour,10.948490839074687,11.308441851184412,11.762113190798715,11.969458665011004,12.49657081247354
2024-03-23,t2m,66 hour,8.339805840502319,8.843747406595284,9.149099415936718,9.745926530796496,10.295020463517798
2024-03-23,t2m,72 hour,4.952465882830841,5.462547197237441,6.164766630872947,6.821247597106762,8.132064020752809
2024-03-23,t2m,78 hour,3.124882940348891,3.9952077159995127,4.936826588172124,6.21411261226676,8.70993196607736
2024-03-23,t2m,84 hour,8.320429161347752,11.138443766828061,12.438502824250492,13.520978282750875,15.635997598586503
2024-03-23,t2m,90 hour,8.728702823382154,10.338516019220123,10.86200958964767,11.710677256298808,13.28071977488179
2024-03-23,t2m,96 hour,5.8041022929965465,7.875507486169994,9.444780882769862,10.18837128686721,11.367349668664888
2024-03-23,t2m,102 hour,4.62650631056071,6.480977257330721,7.586430174951772,8.884389659230735,10.12883479994841
2024-03-23,t2m,108 hour,8.826070588033762,10.689866236970701,12.029492507858862,12.860038429222811,13.807656597164366
2024-03-23,t2m,114 hour,8.10750382499332,9.329843081970978,10.314908447655569,10.996997953214915,12.368644999299198
2024-03-23,t2m,120 hour,5.4978895308165985,7.292677525599714,7.878109706262961,8.90117421933148,11.326358689676844
2024-03-23,t2m,126 hour,4.190768163502264,6.0662766888688395,6.689563716356275,8.107302285211645,9.796262414029718
2024-03-23,t2m,132 hour,9.262409025420476,11.18703938531155,11.81147841226715,13.16210519582205,14.796576952300976
2024-03-23,t2m,138 hour,8.547064253376947,9.920895769433983,10.91197606344815,11.535246255870263,14.489417337948561
2024-03-23,t2m,144 hour,7.0029898230140075,8.350768594522606,9.788288365101522,11.220493065065327,14.366278936342713
2024-03-23,t2m,150 hour,6.829202405960352,8.360540147422611,9.493054230003338,11.401316096407413,14.121612527377009
2024-03-23,t2m,156 hour,11.689935734350497,13.812203267299111,14.842862799825753,15.783245497203737,18.724837177991407
2024-03-23,t2m,162 hour,9.8769293129052,12.436891468000653,13.218062547858835,14.210891283654533,15.230430053048112
2024-03-23,t2m,168 hour,7.950060129830628,9.862239996931052,11.107233960777393,12.385914890282393,14.5181136687504
