forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-03-16,t2m,0 hour,10.771358725044818,10.908771311556578,10.955265395388523,11.019142205921895,11.122286526661705
2024-03-16,t2m,6 hour,9.176112677100354,9.360839994598507,9.488381413525246,9.601984919929592,9.72900277469777
2024-03-16,t2m,12 hour,11.037348157934613,11.252657770201054,11.4344812898172,11.605752215163093,11.870752429104929
2024-03-16,t2m,18 hour,8.763100875553446,9.321281152669002,9.844643025006633,10.282245484823164,10.904464599713476
2024-03-16,t2m,24 hour,7.348351389730934,7.772600187029411,7.966662018850258,8.217350090888345,8.907653171637056
2024-03-16,t2m,30 hour,8.03824275866408,8.86848541626837,9.251841472951696,9.550054891558162,10.067650418641211
2024-03-16,t2m,36 hour,11.04539974174916,11.370769084682138,11.609855450935527,11.83364541433123,12.575430717440094
2024-03-16,t2m,42 hour,11.340694686811542,11.807373996120987,12.018386217572925,12.255667874037599,12.658757341502026
2024-03-16,t2m,48 hour,9.842471423667416,10.542901107848309,10.972840492254193,11.224401171223121,11.537781688205737
2024-03-16,t2m,54 hour,8.504338214608929,9.765632433816393,10.12060100048214,10.474098034550991,10.818207404602308
2024-03-16,t2m,60 hour,12.633174687807845,12.991481769263032,13.35115051416983,13.650773986248623,14.291677003766011
2024-03-16,t2m,66 hour,10.16853766222656,11.172953059861229,11.55955759416429,11.892133877066769,12.366243831031587
2024-03-16,t2m,72 hour,7.230241265168344,8.589485215720401,9.14560951191504,9.789666805167656,10.556614720725335
2024-03-16,t2m,78 hour,6.0172658698771055,8.422335374924984,8.924292595889199,9.578950080153618,10.656010798057741
2024-03-16,t2m,84 hour,12.792891504110802,14.072257016215886,14.58555614408317,15.041862140182772,15.748831220031041
2024-03-16,t2m,90 hour,11.41383540983404,11.934282775022808,12.458703674862846,12.800228145201373,13.69561408330716
2024-03-16,t2m,96 hour,8.090785198445163,8.914971567310033,10.21026929541381,10.981975100261806,12.148276535701525
2024-03-16,t2m,102 hour,6.875240967341398,8.545999642602183,9.391208698988493,10.222654364238679,11.517946737709028
2024-03-16,t2m,108 hour,10.823990607036261,14.549557141791865,15.549049053139186,15.931260804824618,16.72895343903155
2024-03-16,t2m,114 hour,8.49613154474435,11.49696192926119,12.735113819384367,13.542166154523116,14.005758616814731
2024-03-16,t2m,120 hour,7.289717756933254,8.840950701205983,9.64464944925382,10.90590955746302,11.709056976586394
2024-03-16,t2m,126 hour,6.031338838153798,7.658473116466482,8.285290473242696,8.934896753296215,10.162437346501108
2024-03-16,t2m,132 hour,7.465591683839331,10.115135307979116,11.561080689898063,13.241836664109343,16.733643106325406
2024-03-16,t2m,138 hour,6.860245812194594,8.832204799922081,10.187069850239538,11.41167848415688,13.394418927154128
2024-03-16,t2m,144 hour,4.2955644019952475,7.361368305301653,8.50449330065885,9.768506087095318,11.06629014999265
2024-03-16,t2m,150 hour,4.709045626406971,7.132580684029463,8.65419695243071,10.194092352834986,11.306369899908862
2024-03-16,t2m,156 hour,9.267824260488354,10.70058712983952,12.015217067856014,13.070555822775546,14.799928298858301
2024-03-16,t2m,162 hour,8.573593853591664,9.779988801025851,11.045988751427444,11.810543145837926,12.919661459182715
2024-03-16,t2m,168 hour,6.644705157411207,7.931900531842629,8.766965532658162,9.686847927149074,11.667100250474917
