forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
2024-04-06,t2m,0 hour,10.701425000000436,13.264000000000024,14.505500000000154,15.315999999999846,19.006575000000407
2024-04-06,t2m,6 hour,12.895274999999616,14.533500000000245,15.308000000000334,16.072000000000173,19.3546250000003
2024-04-06,t2m,12 hour,21.59699999999964,21.59699999999964,21.59699999999964,21.59699999999964,21.59699999999964
2024-04-06,t2m,18 hour,19.953224999999698,21.59699999999964,21.59699999999964,21.59699999999964,21.59699999999964
2024-04-06,t2m,24 hour,12.708350000000445,15.39275000000022,16.101999999999975,16.631000000000483,19.299074999999903
2024-04-06,t2m,30 hour,10.787924999999829,11.990749999999665,12.696396428571575,14.027500000000359,16.62669999999992
2024-04-06,t2m,36 hour,12.73100000000045,15.60774999999974,18.242500000000064,21.47624999999961,21.986000000000445
2024-04-06,t2m,42 hour,11.921899999999557,13.031000000000063,13.964000000000027,15.2650000000001,19.14592499999961
2024-04-06,t2m,48 hour,9.754562499999867,10.626749999999646,11.286000000000286,13.229999999999862,14.31023750000023
2024-04-06,t2m,54 hour,7.5817000000000005,9.043500000000222,10.18115476190485,11.267250000000104,13.61197916666659
2024-04-06,t2m,60 hour,13.417900000000158,17.277750000000225,20.940499999999645,21.76999999999964,21.984150000000366
2024-04-06,t2m,66 hour,13.189975000000176,15.284000000000418,16.47849999999997,19.729750000000422,21.986000000000445
2024-04-06,t2m,72 hour,11.413625000000438,13.174750000000188,14.478500000000508,15.597500000000082,19.813125000000326
2024-04-06,t2m,78 hour,7.492999999999827,9.977250000000154,11.227499999999964,12.494700000000321,15.027424999999806
2024-04-06,t2m,84 hour,9.976174999999799,11.366749999999996,12.239000000000487,14.449750000000122,19.631375000000396
2024-04-06,t2m,90 hour,8.12620000000025,9.675999999999647,10.82550000000009,11.847595833333514,14.557750000000333
2024-04-06,t2m,96 hour,5.021349999999751,6.639249999999606,8.027733333333174,8.99600000000018,11.634645833333186
2024-04-06,t2m,102 hour,3.401050000000333,5.9709999999997905,6.869000000000057,7.557149999999908,10.07107500000039
2024-04-06,t2m,108 hour,10.86945,12.716000000000136,13.928000000000253,15.120750000000228,17.203299999999956
2024-04-06,t2m,114 hour,9.480274999999883,11.099249999999827,11.995050000000049,13.214749999999938,15.361727499999883
2024-04-06,t2m,120 hour,7.050099999999871,9.450750000000028,10.548500000000331,11.64037500000002,12.819449999999957
2024-04-06,t2m,126 hour,8.641625000000289,10.036499999999847,10.89532142857135,12.097549999999629,14.221324999999979
2024-04-06,t2m,132 hour,11.932750000000285,13.681750000000434,15.028999999999769,15.976750000000024,21.199499999999784
2024-04-06,t2m,138 hour,11.350774999999825,13.281000000000134,14.165500000000009,15.657749999999709,17.175225000000204
2024-04-06,t2m,144 hour,8.60532500000026,10.883250000000274,11.635250000000013,13.360749999999754,14.328825000000208
2024-04-06,t2m,150 hour,6.839875000000275,10.092250000000107,11.318000000000353,12.1719374999997,14.271825000000005
2024-04-06,t2m,156 hour,12.216374999999811,15.62175000000046,16.576500000000493,18.7727500000001,21.805974999999624
2024-04-06,t2m,162 hour,10.886224999999747,13.788499999999786,15.04150000000027,16.325999999999837,21.27029999999983
2024-04-06,t2m,168 hour,5.9528104166665115,9.362958333333637,10.857000000000028,12.263749999999987,14.581300000000276
